Fold,Training time,Testing time
1,373.1256890090008,0.025427019005292095
2,371.06479002098786,0.021484864002559334
3,375.27124563899997,0.02135886499308981
4,374.02306434900675,0.021323157008737326
5,371.76136883199797,0.020720303000416607
6,374.6644513640058,0.021345993009163067
7,371.9895191120013,0.020971893987734802
8,373.7594811320014,0.02099117600300815
9,373.68673351399775,0.02115921099903062
10,373.99670046199753,0.021228502999292687
