Fold,Training time,Testing time
1,739.1244427489999,0.029180868000139526
2,738.1409833370001,0.023177821999979642
3,738.5995783370001,0.023595918999944843
4,748.7666801190003,0.023159415000009176
5,742.5561261020002,0.023388726999655773
6,742.8699328950006,0.023457350000171573
7,740.3316088820002,0.023301656000512594
8,738.5102226239997,0.023317257000599056
9,740.0455568830002,0.02318084800026554
10,740.3543272790002,0.02326924799945118
