Fold,Training time,Testing time
1,62.28096636800001,0.03061440399994808
2,62.658638748000044,0.02726155799996377
3,63.384625736999965,0.029190740999979425
4,63.54895834900003,0.026951108999924145
5,63.00781701900007,0.027068547999988368
6,63.96970526699988,0.027015904999871054
7,63.023900455999865,0.026083421000066664
8,62.58646408000004,0.025832995999962804
9,62.432021420999945,0.025695528000142076
10,61.58864850400005,0.02541627799996604
