Fold,Training time,Testing time
1,50.43980885100609,0.024366035999264568
2,50.016527015002794,0.020451698001124896
3,49.670292830996914,0.02117420699505601
4,49.06312407000223,0.020874699010164477
5,49.49206316100026,0.02103499000077136
6,49.307182706004824,0.02113862799888011
7,49.41315229400061,0.020776410005055368
8,49.16838922500028,0.021767466008896008
9,49.9809002539987,0.021606517999316566
10,50.59218337800121,0.0209072540019406
