Fold,Training time,Testing time
1,37.538751351006795,0.02865341500728391
2,37.611994378996314,0.020293450012104586
3,37.273710234992905,0.020666323995101266
4,37.299878199002706,0.021316307000233792
5,37.70362012500118,0.020366712007671595
6,37.55272928500199,0.021403919003205374
7,37.353876808992936,0.021347449990571477
8,37.32721555499302,0.021068210000521503
9,36.55792878899956,0.021418577001895756
10,37.02238419899368,0.02094244099862408
