Fold,Training time,Testing time
1,149.91900335199898,0.026146293006604537
2,148.50144270301098,0.020633273001294583
3,148.67987570300465,0.0213308730017161
4,147.90292382800544,0.02040721199591644
5,146.2501721449953,0.020991453988244757
6,148.2451663880056,0.0217372800107114
7,149.1134755940002,0.021125280996784568
8,148.31066004499735,0.021317275997716933
9,149.61768380799913,0.02042667000205256
10,150.02644564700313,0.020503464009379968
