Fold,Training time,Testing time
1,45.31357682999999,0.03107146499999658
2,44.422231915,0.024440771999991284
3,45.027080592000004,0.025471390000006977
4,44.107211957000004,0.025882972000033533
5,45.095006764999994,0.02490885000003118
6,46.858699324999975,0.027214717999981985
7,47.10245143899999,0.02833777800003645
8,46.960999129000015,0.026766550000047573
9,46.827215971999976,0.025464292000037858
10,46.35088336000001,0.026355372000011812
