Fold,Accuracy,Precision,Recall,F1-Score,MCC
1,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0
7,0.996666669845581,0.9967000484466553,0.996666669845581,0.9966667890548706,0.9950165748596191
8,0.996666669845581,0.9967000484466553,0.996666669845581,0.9966667890548706,0.9950165748596191
9,1.0,1.0,1.0,1.0,1.0
10,0.9866666793823242,0.9869333505630493,0.9866666197776794,0.9866032600402832,0.9801960587501526
