Fold,Training time,Testing time
1,450.128917152,0.031203221999930975
2,450.83163612500005,0.02461959400000069
3,458.77159545999996,0.025430269000025874
4,467.0587595889999,0.026898195000057967
5,466.20267538400026,0.025249064000036014
6,464.287953861,0.02595584900018366
7,467.2968834450003,0.025766226000087045
8,470.59540534300004,0.026668885000162845
9,470.7721821949999,0.024038958999881288
10,449.8024580479996,0.02558034300000145
