Fold,Training time,Testing time
1,185.32805259200018,0.030117906999976185
2,186.10339672100008,0.024901785999873027
3,177.143924062,0.02493438399983461
4,178.27559156400002,0.023073078999914287
5,176.19134343299993,0.025621865000175603
6,181.42361188099994,0.024628284000300482
7,179.01479576300017,0.02330724800003736
8,179.33152799599975,0.025080543000058242
9,180.08575376,0.024899125000047206
10,177.34601764200033,0.023457604000213905
